,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
38149,Manhattan,Private room,209,2,11,1.63,8,73
38150,Queens,Private room,72,1,8,1.12,5,74
38151,Manhattan,Entire home/apt,125,2,12,3.05,1,7
38152,Manhattan,Private room,114,1,1,0.16,3,0
38153,Brooklyn,Entire home/apt,88,2,44,5.92,1,7
38155,Manhattan,Private room,209,7,1,0.16,13,358
38156,Manhattan,Entire home/apt,114,1,6,0.79,1,11
38157,Brooklyn,Entire home/apt,118,2,6,0.89,1,67
38158,Manhattan,Entire home/apt,130,10,1,0.34,5,261
38159,Brooklyn,Shared room,50,1,0,0.0,3,365
38160,Bronx,Entire home/apt,75,1,7,0.93,1,1
38161,Brooklyn,Entire home/apt,130,2,20,2.63,1,139
38162,Brooklyn,Private room,90,3,10,4.55,1,77
38163,Brooklyn,Private room,80,2,16,2.17,4,3
38164,Manhattan,Entire home/apt,206,10,3,0.41,1,161
38165,Manhattan,Entire home/apt,120,2,4,0.53,1,0
38167,Brooklyn,Shared room,46,2,0,0.0,1,0
38168,Brooklyn,Entire home/apt,149,3,14,1.88,2,0
38169,Bronx,Shared room,50,1,8,1.26,2,241
38170,Queens,Entire home/apt,165,3,2,0.27,1,0
38172,Manhattan,Private room,75,1,33,4.52,2,0
38174,Brooklyn,Entire home/apt,210,4,1,0.16,1,0
38175,Brooklyn,Private room,55,2,23,3.59,1,323
38177,Brooklyn,Private room,85,1,14,1.92,5,137
38178,Manhattan,Entire home/apt,111,10,1,1.0,50,332
38179,Manhattan,Private room,200,10,0,0.0,1,358
38180,Manhattan,Entire home/apt,111,10,0,0.0,50,365
38181,Manhattan,Private room,109,1,1,0.16,6,41
38182,Manhattan,Entire home/apt,99,1,2,0.31,1,0
38184,Brooklyn,Private room,70,3,8,1.06,3,67
38186,Brooklyn,Entire home/apt,80,3,2,0.32,1,107
38187,Manhattan,Entire home/apt,240,7,14,1.98,2,305
38188,Queens,Entire home/apt,35,1,63,8.44,1,8
38189,Brooklyn,Entire home/apt,200,3,0,0.0,1,0
38190,Manhattan,Private room,100,3,2,0.32,1,0
38191,Manhattan,Entire home/apt,160,3,14,1.98,1,0
38192,Queens,Entire home/apt,178,5,14,1.94,1,143
38194,Bronx,Private room,75,3,19,2.59,1,109
38195,Brooklyn,Entire home/apt,200,1,0,0.0,3,87
38196,Brooklyn,Private room,42,10,2,0.47,27,353
38197,Manhattan,Private room,40,3,23,3.0,1,129
38198,Brooklyn,Private room,42,10,1,1.0,27,339
38199,Manhattan,Entire home/apt,160,1,51,7.5,1,25
38200,Manhattan,Private room,130,2,5,0.71,1,78
38201,Queens,Entire home/apt,90,10,1,0.16,2,19
38202,Manhattan,Private room,99,1,1,0.13,1,0
38203,Brooklyn,Private room,50,1,46,6.03,2,34
38204,Brooklyn,Entire home/apt,150,2,41,5.42,1,60
38205,Queens,Private room,80,7,1,0.15,1,8
38206,Brooklyn,Entire home/apt,120,3,22,3.07,1,16
38207,Manhattan,Entire home/apt,162,1,0,0.0,1,51
38208,Brooklyn,Private room,60,1,56,7.24,3,48
38209,Manhattan,Private room,66,5,0,0.0,1,5
38211,Manhattan,Entire home/apt,150,6,0,0.0,1,0
38212,Manhattan,Entire home/apt,150,1,7,0.95,1,0
38213,Manhattan,Private room,85,3,15,2.13,3,1
38214,Manhattan,Private room,50,10,1,0.17,6,304
38216,Manhattan,Entire home/apt,225,5,4,0.54,2,1
38217,Manhattan,Private room,70,4,8,1.26,2,102
38218,Brooklyn,Private room,75,1,1,0.15,1,365
38219,Brooklyn,Entire home/apt,195,2,5,1.61,1,7
38221,Manhattan,Private room,63,10,2,0.32,6,335
38222,Brooklyn,Private room,40,5,1,0.13,1,250
38224,Manhattan,Private room,63,10,1,0.37,6,1
38225,Brooklyn,Entire home/apt,150,3,15,2.13,1,77
38226,Manhattan,Private room,63,10,0,0.0,6,364
38227,Manhattan,Entire home/apt,165,3,5,0.74,1,0
38228,Brooklyn,Private room,50,6,1,0.15,1,0
38229,Brooklyn,Private room,50,1,0,0.0,1,0
38230,Brooklyn,Private room,85,1,4,0.61,1,1
38231,Brooklyn,Private room,150,3,2,0.27,2,364
38232,Manhattan,Private room,62,1,7,0.93,1,58
38233,Brooklyn,Private room,50,1,13,1.74,7,264
38234,Brooklyn,Private room,60,7,3,0.42,1,250
38237,Manhattan,Entire home/apt,92,1,2,0.29,3,0
38238,Brooklyn,Private room,241,1,2,0.47,1,139
38239,Bronx,Private room,45,2,3,0.57,1,0
38240,Brooklyn,Entire home/apt,125,2,3,0.4,1,1
38241,Bronx,Private room,145,1,7,1.12,1,360
38244,Manhattan,Private room,50,1,4,1.02,3,71
38245,Queens,Private room,40,1,6,0.79,1,0
38246,Brooklyn,Entire home/apt,195,1,0,0.0,1,12
38247,Manhattan,Private room,50,1,3,0.39,3,180
38248,Brooklyn,Private room,69,1,18,2.48,1,175
38249,Manhattan,Entire home/apt,120,5,1,0.16,1,231
38252,Brooklyn,Entire home/apt,90,2,53,7.07,1,36
38253,Manhattan,Entire home/apt,140,5,24,3.35,1,48
38254,Manhattan,Private room,46,1,1,0.13,1,179
38255,Brooklyn,Private room,96,3,0,0.0,1,0
38256,Brooklyn,Entire home/apt,200,3,0,0.0,1,28
38257,Brooklyn,Private room,37,1,2,0.34,1,0
38258,Manhattan,Entire home/apt,134,1,2,0.27,1,0
38259,Brooklyn,Entire home/apt,150,3,3,3.0,1,0
38260,Manhattan,Entire home/apt,195,10,13,4.29,1,305
38261,Manhattan,Private room,90,10,0,0.0,2,64
38263,Manhattan,Private room,100,1,13,1.78,1,270
38264,Queens,Private room,49,1,19,2.5,5,48
38265,Manhattan,Entire home/apt,189,2,3,2.43,1,29
38266,Manhattan,Private room,199,1,21,2.96,30,133
38268,Manhattan,Private room,199,1,24,3.27,30,155
38269,Manhattan,Private room,179,1,10,1.36,30,175
38270,Manhattan,Private room,179,1,24,3.23,30,165
38271,Queens,Private room,49,10,3,0.5,103,195
38272,Brooklyn,Private room,75,1,29,4.6,1,84
38273,Manhattan,Private room,95,2,5,0.71,1,165
38274,Brooklyn,Entire home/apt,125,10,0,0.0,1,83
38275,Queens,Entire home/apt,72,2,26,3.8,2,317
38276,Manhattan,Private room,75,5,14,2.09,2,217
38277,Brooklyn,Private room,65,3,15,2.05,2,208
38278,Brooklyn,Private room,112,5,2,0.37,1,12
38279,Queens,Private room,40,1,0,0.0,1,0
38280,Brooklyn,Entire home/apt,175,1,16,3.97,1,9
38281,Brooklyn,Private room,44,2,3,0.47,2,0
38282,Brooklyn,Private room,50,10,0,0.0,26,365
38283,Brooklyn,Private room,95,7,1,0.34,2,0
38285,Manhattan,Entire home/apt,188,2,12,1.93,1,0
38286,Brooklyn,Entire home/apt,75,1,0,0.0,2,0
38289,Manhattan,Entire home/apt,125,2,1,0.75,2,365
38290,Manhattan,Entire home/apt,139,2,2,0.32,2,365
38291,Manhattan,Private room,70,3,3,0.42,1,0
38292,Manhattan,Private room,90,2,1,0.16,1,0
38294,Manhattan,Entire home/apt,229,10,1,0.73,327,219
38295,Manhattan,Entire home/apt,200,5,0,0.0,1,0
38296,Manhattan,Entire home/apt,133,10,3,0.69,91,341
38297,Manhattan,Entire home/apt,150,10,4,0.58,1,0
38298,Manhattan,Entire home/apt,135,2,2,0.32,1,1
38299,Brooklyn,Entire home/apt,175,5,1,0.16,1,84
38300,Brooklyn,Private room,100,1,1,0.14,1,0
38302,Brooklyn,Entire home/apt,120,3,43,5.94,1,56
38303,Brooklyn,Entire home/apt,70,4,1,0.13,1,0
38304,Brooklyn,Private room,110,1,13,1.85,1,6
38305,Queens,Private room,100,1,2,0.27,1,0
38306,Manhattan,Private room,120,5,1,0.18,1,0
38307,Manhattan,Private room,130,3,17,2.34,1,84
38308,Queens,Shared room,35,2,1,0.16,3,310
38309,Manhattan,Entire home/apt,185,4,23,3.05,1,230
38336,Queens,Private room,50,2,0,0.0,1,171
38337,Brooklyn,Private room,40,10,0,0.0,4,354
38338,Queens,Entire home/apt,59,1,32,4.62,1,24
38339,Manhattan,Private room,115,3,19,2.81,1,0
38340,Manhattan,Private room,150,1,4,0.55,1,1
38341,Manhattan,Private room,90,1,42,5.68,1,45
38342,Manhattan,Entire home/apt,220,5,0,0.0,1,205
38343,Brooklyn,Entire home/apt,130,4,2,0.28,1,179
38344,Brooklyn,Entire home/apt,110,4,4,0.65,2,0
38346,Queens,Private room,100,1,5,0.68,1,0
38347,Manhattan,Private room,73,3,0,0.0,1,0
38348,Manhattan,Private room,150,10,0,0.0,1,88
38349,Brooklyn,Entire home/apt,200,3,1,0.16,1,5
38350,Brooklyn,Entire home/apt,90,3,19,2.75,1,52
38353,Staten Island,Entire home/apt,86,5,1,0.16,1,43
38354,Manhattan,Private room,80,1,38,5.04,2,329
38355,Manhattan,Entire home/apt,100,2,11,1.47,1,102
38356,Brooklyn,Entire home/apt,179,1,5,0.7,1,365
38357,Brooklyn,Entire home/apt,220,2,6,0.84,1,16
38359,Manhattan,Entire home/apt,230,2,13,1.78,1,0
38360,Queens,Private room,89,3,2,0.71,2,208
38361,Brooklyn,Private room,40,1,1,0.14,1,335
38362,Manhattan,Private room,105,2,3,0.47,1,8
38363,Manhattan,Entire home/apt,175,7,2,0.79,1,188
38364,Brooklyn,Private room,50,2,2,0.92,1,0
38365,Manhattan,Private room,127,1,0,0.0,1,89
38366,Manhattan,Private room,107,1,25,3.52,30,169
38367,Manhattan,Private room,199,1,7,0.95,30,166
38368,Brooklyn,Entire home/apt,125,1,27,3.82,1,18
38369,Queens,Private room,43,10,1,0.43,37,1
38370,Queens,Private room,35,10,2,0.38,7,1
38371,Queens,Private room,33,10,2,0.71,7,1
38372,Manhattan,Entire home/apt,165,1,2,0.32,1,0
38373,Manhattan,Entire home/apt,182,3,16,2.31,1,301
38374,Manhattan,Entire home/apt,227,3,16,2.44,1,321
38375,Queens,Private room,41,10,2,0.76,103,268
38377,Manhattan,Private room,115,2,6,0.87,1,23
38378,Bronx,Private room,60,2,1,0.16,1,363
38379,Manhattan,Entire home/apt,135,4,9,1.46,1,314
38380,Bronx,Private room,65,3,2,0.27,1,89
38381,Manhattan,Private room,100,4,28,3.8,2,40
38382,Manhattan,Private room,99,2,12,1.64,1,176
38385,Manhattan,Entire home/apt,175,1,24,3.17,1,365
38386,Queens,Entire home/apt,90,2,37,5.05,1,21
38387,Manhattan,Shared room,49,2,17,2.31,1,39
38388,Brooklyn,Private room,65,2,18,2.48,4,343
38389,Manhattan,Private room,44,1,15,2.38,1,45
38390,Brooklyn,Private room,65,2,9,1.29,4,311
38391,Brooklyn,Private room,65,2,13,2.15,4,321
38392,Manhattan,Entire home/apt,246,3,1,0.16,1,365
38393,Brooklyn,Private room,50,1,0,0.0,1,0
38396,Queens,Entire home/apt,99,1,43,5.73,1,231
38398,Brooklyn,Entire home/apt,120,3,2,0.32,1,0
38399,Manhattan,Private room,125,10,0,0.0,1,347
38400,Queens,Entire home/apt,130,1,0,0.0,4,285
38401,Manhattan,Private room,69,3,11,1.45,2,167
38402,Brooklyn,Entire home/apt,175,5,20,2.84,1,12
38403,Manhattan,Private room,50,7,35,4.73,6,11
38404,Brooklyn,Private room,38,2,9,1.58,3,357
38405,Brooklyn,Entire home/apt,64,5,8,1.22,1,0
38406,Brooklyn,Private room,40,2,6,1.67,10,363
38407,Brooklyn,Private room,40,2,11,3.17,10,317
38408,Brooklyn,Private room,55,2,5,1.7,10,326
38409,Brooklyn,Private room,40,2,7,2.69,10,353
38410,Brooklyn,Private room,45,2,5,1.36,10,362
38411,Brooklyn,Private room,50,3,3,0.73,10,333
38412,Brooklyn,Entire home/apt,99,2,12,1.71,2,46
38414,Manhattan,Entire home/apt,200,4,8,1.1,1,363
38415,Brooklyn,Private room,70,1,19,2.57,5,199
38416,Manhattan,Private room,200,2,13,1.82,3,224
38417,Brooklyn,Private room,74,1,20,2.83,5,125
38418,Brooklyn,Entire home/apt,120,3,0,0.0,2,0
38419,Brooklyn,Private room,88,7,1,0.15,1,0
38420,Brooklyn,Private room,37,10,0,0.0,9,29
38421,Brooklyn,Private room,70,1,12,1.86,5,119
38422,Brooklyn,Private room,70,1,7,0.96,5,158
38423,Manhattan,Entire home/apt,150,1,4,0.59,1,49
38424,Manhattan,Entire home/apt,150,3,3,0.42,1,0
38425,Brooklyn,Private room,60,1,1,0.14,1,0
38426,Staten Island,Entire home/apt,138,1,51,7.18,1,291
38427,Manhattan,Entire home/apt,150,10,1,0.14,1,146
38428,Manhattan,Private room,82,1,6,1.94,1,180
38429,Manhattan,Private room,90,1,46,6.3,1,27
38430,Brooklyn,Private room,56,3,1,0.15,1,47
38431,Brooklyn,Private room,249,1,20,2.82,1,39
38432,Manhattan,Private room,120,3,6,0.85,1,0
38434,Brooklyn,Private room,55,1,27,3.65,3,0
38435,Brooklyn,Entire home/apt,149,3,31,4.63,1,224
38436,Brooklyn,Entire home/apt,114,10,0,0.0,3,219
38437,Queens,Private room,100,2,16,2.55,1,134
38438,Manhattan,Entire home/apt,210,2,6,1.58,1,9
38439,Brooklyn,Entire home/apt,100,10,1,0.77,1,220
38440,Brooklyn,Private room,45,10,1,0.16,2,250
38441,Brooklyn,Private room,45,1,7,0.97,1,0
38442,Queens,Entire home/apt,207,1,13,1.84,1,346
38443,Queens,Entire home/apt,99,1,14,7.12,1,138
38444,Queens,Private room,45,1,33,4.48,5,80
38445,Brooklyn,Private room,80,2,11,2.5,1,28
38446,Brooklyn,Private room,42,7,0,0.0,3,0
38447,Manhattan,Shared room,139,3,0,0.0,2,88
38448,Brooklyn,Shared room,35,1,11,1.51,17,89
38449,Brooklyn,Private room,50,1,20,2.82,5,62
38450,Brooklyn,Private room,40,1,9,2.11,5,64
38452,Brooklyn,Private room,90,7,0,0.0,1,0
38453,Brooklyn,Private room,50,10,2,0.32,1,0
38454,Queens,Private room,85,7,0,0.0,1,179
38455,Brooklyn,Private room,89,1,3,0.45,1,48
38458,Brooklyn,Private room,150,10,2,0.27,1,143
38459,Queens,Entire home/apt,120,1,1,0.16,1,0
38461,Manhattan,Entire home/apt,75,10,1,0.59,1,0
38462,Manhattan,Private room,65,4,1,0.16,1,13
38463,Manhattan,Entire home/apt,93,7,0,0.0,1,0
38464,Brooklyn,Private room,40,1,24,3.46,1,20
38465,Brooklyn,Private room,50,4,12,1.78,4,62
38466,Manhattan,Entire home/apt,139,1,20,2.74,1,355
38467,Manhattan,Entire home/apt,232,10,1,0.16,1,0
38468,Brooklyn,Private room,32,1,50,6.67,3,83
38469,Brooklyn,Private room,85,10,1,0.14,4,189
38470,Manhattan,Entire home/apt,135,1,13,2.0,1,0
38471,Manhattan,Private room,65,5,2,0.32,2,365
38472,Brooklyn,Private room,34,1,3,0.43,1,0
38473,Brooklyn,Entire home/apt,91,2,13,2.52,1,305
38474,Brooklyn,Entire home/apt,100,4,2,0.31,1,35
38475,Manhattan,Private room,109,2,7,0.94,1,10
38476,Brooklyn,Private room,50,10,1,0.86,1,10
38478,Manhattan,Shared room,55,1,66,9.12,2,309
38479,Manhattan,Private room,50,3,0,0.0,3,96
38480,Manhattan,Entire home/apt,137,3,8,1.21,2,0
38481,Queens,Private room,45,2,8,1.08,1,2
38482,Brooklyn,Entire home/apt,139,2,2,0.31,1,0
38484,Manhattan,Private room,70,1,0,0.0,1,0
38485,Manhattan,Entire home/apt,97,2,2,0.27,1,0
38486,Manhattan,Entire home/apt,70,1,1,1.0,1,6
38487,Manhattan,Private room,80,4,10,1.43,1,26
38488,Manhattan,Private room,100,1,8,1.26,3,253
38489,Manhattan,Entire home/apt,220,4,2,0.28,1,0
38491,Manhattan,Entire home/apt,160,1,4,0.55,1,41
38492,Staten Island,Entire home/apt,119,2,17,3.13,1,175
38493,Brooklyn,Entire home/apt,70,10,2,0.33,1,0
38494,Brooklyn,Private room,41,1,1,0.45,2,52
38495,Brooklyn,Private room,70,4,13,1.85,2,280
38496,Brooklyn,Private room,48,1,63,8.51,5,231
38497,Brooklyn,Private room,48,1,57,7.57,5,199
38499,Manhattan,Entire home/apt,75,1,16,2.13,1,5
38500,Brooklyn,Private room,48,1,21,3.04,5,252
38501,Brooklyn,Private room,100,5,8,1.21,1,0
38502,Manhattan,Entire home/apt,225,7,1,0.16,1,153
38503,Brooklyn,Private room,80,1,1,0.16,1,0
38504,Queens,Private room,36,1,0,0.0,1,0
38505,Manhattan,Private room,100,3,1,0.13,1,88
38507,Manhattan,Private room,47,5,3,0.42,1,0
38508,Brooklyn,Private room,35,2,34,4.95,2,112
38510,Brooklyn,Shared room,50,1,0,0.0,1,85
38511,Brooklyn,Private room,60,2,18,3.38,1,0
38512,Manhattan,Private room,85,3,0,0.0,1,6
38513,Brooklyn,Entire home/apt,125,3,2,0.27,1,0
38515,Queens,Private room,50,10,0,0.0,103,235
38516,Manhattan,Private room,195,1,12,1.61,1,85
38517,Manhattan,Entire home/apt,225,3,15,2.39,1,25
38518,Manhattan,Private room,45,10,0,0.0,1,0
38519,Manhattan,Private room,112,1,5,0.67,1,0
38520,Queens,Private room,29,1,49,7.14,1,168
38522,Brooklyn,Entire home/apt,125,1,9,1.36,1,192
38523,Brooklyn,Private room,60,3,0,0.0,1,0
38524,Manhattan,Entire home/apt,200,1,7,0.99,1,158
38526,Manhattan,Entire home/apt,150,6,1,0.16,1,258
38527,Manhattan,Private room,59,10,0,0.0,1,89
38528,Queens,Private room,60,3,6,0.84,1,43
38531,Brooklyn,Entire home/apt,125,3,4,0.63,1,0
38532,Brooklyn,Private room,150,1,4,1.18,1,89
38536,Brooklyn,Private room,54,2,3,0.48,1,64
38537,Brooklyn,Private room,120,7,0,0.0,1,365
38538,Bronx,Entire home/apt,85,10,0,0.0,1,365
38540,Brooklyn,Entire home/apt,95,10,1,0.14,1,219
38541,Brooklyn,Entire home/apt,149,5,2,0.32,1,0
38542,Brooklyn,Private room,119,2,28,3.94,1,3
38543,Manhattan,Private room,90,4,26,4.29,1,278
38545,Brooklyn,Private room,28,10,1,0.16,1,0
38546,Brooklyn,Private room,80,1,33,4.97,1,151
38547,Manhattan,Private room,145,1,51,7.39,2,29
38548,Queens,Private room,89,2,15,2.07,3,13
38549,Brooklyn,Entire home/apt,120,10,1,0.77,7,0
38550,Queens,Entire home/apt,190,3,1,0.16,2,0
38552,Manhattan,Entire home/apt,168,3,3,0.44,1,0
38553,Manhattan,Entire home/apt,200,2,2,0.27,1,0
38554,Manhattan,Entire home/apt,180,3,20,2.87,1,79
38555,Brooklyn,Entire home/apt,100,2,1,0.16,2,5
38556,Manhattan,Entire home/apt,149,7,1,0.16,1,3
38557,Brooklyn,Private room,200,10,0,0.0,3,365
38558,Brooklyn,Entire home/apt,55,3,13,1.83,1,0
38559,Manhattan,Entire home/apt,115,3,18,2.6,2,255
38560,Manhattan,Private room,79,1,4,0.61,1,0
38561,Brooklyn,Private room,120,2,11,1.76,2,117
38562,Queens,Shared room,32,3,1,0.14,1,88
38563,Bronx,Private room,80,1,0,0.0,1,365
38564,Brooklyn,Entire home/apt,100,3,2,0.32,1,324
38566,Manhattan,Private room,70,1,7,1.02,1,0
38567,Manhattan,Private room,63,10,0,0.0,6,364
38568,Manhattan,Private room,63,10,1,0.3,6,364
38569,Brooklyn,Entire home/apt,125,2,7,1.09,1,47
38570,Brooklyn,Entire home/apt,225,2,4,0.62,1,0
38571,Brooklyn,Private room,200,7,0,0.0,5,364
38572,Manhattan,Entire home/apt,210,1,2,0.28,1,359
38573,Queens,Private room,50,3,5,0.7,1,0
38574,Manhattan,Private room,40,8,29,4.05,6,54
38576,Bronx,Entire home/apt,120,2,13,1.83,2,97
38579,Queens,Private room,56,5,14,2.2,2,35
38580,Manhattan,Entire home/apt,150,10,0,0.0,1,158
38581,Manhattan,Private room,110,1,21,3.18,12,256
38582,Brooklyn,Entire home/apt,155,3,9,1.38,1,5
38583,Queens,Entire home/apt,120,3,16,2.32,2,60
38584,Manhattan,Entire home/apt,125,3,18,2.77,1,20
38585,Brooklyn,Entire home/apt,134,5,5,1.13,1,13
38586,Brooklyn,Private room,50,10,0,0.0,1,0
38588,Manhattan,Entire home/apt,232,10,1,0.6,327,159
38589,Brooklyn,Private room,50,2,13,1.83,2,11
38590,Manhattan,Private room,95,5,10,1.63,1,5
38592,Queens,Entire home/apt,89,1,88,12.05,2,253
38593,Bronx,Private room,35,2,21,3.35,1,252
38594,Manhattan,Entire home/apt,180,1,5,0.73,1,90
38595,Brooklyn,Entire home/apt,190,2,0,0.0,2,11
38596,Manhattan,Entire home/apt,200,3,3,0.98,1,0
38597,Manhattan,Entire home/apt,200,2,19,2.66,3,0
38598,Manhattan,Entire home/apt,200,1,0,0.0,3,158
38600,Brooklyn,Entire home/apt,150,3,26,3.53,2,241
38601,Brooklyn,Private room,55,1,2,0.27,1,0
38602,Manhattan,Private room,88,1,4,0.78,3,7
38603,Brooklyn,Entire home/apt,79,5,2,1.28,1,8
38604,Manhattan,Private room,70,6,1,0.16,1,13
38605,Brooklyn,Entire home/apt,140,3,7,1.42,1,3
38606,Brooklyn,Private room,49,7,0,0.0,1,0
38607,Manhattan,Private room,70,3,0,0.0,1,0
38608,Queens,Private room,40,2,12,2.83,4,5
38609,Queens,Shared room,16,1,10,1.36,1,0
38610,Queens,Private room,34,10,1,1.0,103,273
38611,Manhattan,Private room,90,2,1,0.14,1,0
38612,Brooklyn,Private room,50,1,5,0.71,2,0
38613,Manhattan,Shared room,35,10,1,0.16,28,320
38614,Manhattan,Shared room,32,10,1,0.18,28,341
38615,Manhattan,Shared room,35,10,0,0.0,28,322
38616,Manhattan,Entire home/apt,70,10,2,0.36,103,219
38617,Manhattan,Shared room,35,10,8,1.31,28,322
38618,Brooklyn,Private room,45,2,1,0.15,4,296
38619,Queens,Private room,33,10,0,0.0,103,0
38620,Queens,Private room,37,10,1,0.43,103,0
38621,Queens,Private room,42,10,1,0.79,103,235
38622,Brooklyn,Entire home/apt,110,10,2,0.81,1,83
38624,Brooklyn,Private room,65,4,5,0.74,1,0
38625,Brooklyn,Private room,50,3,6,0.82,1,38
38626,Brooklyn,Entire home/apt,125,5,3,0.48,1,0
38627,Manhattan,Private room,150,2,10,1.41,1,36
38628,Brooklyn,Entire home/apt,225,2,0,0.0,1,45
38630,Brooklyn,Private room,69,7,1,1.0,1,0
38631,Manhattan,Entire home/apt,175,2,17,2.64,1,27
38632,Manhattan,Private room,95,7,1,0.16,1,0
38634,Brooklyn,Private room,119,1,1,0.68,33,365
38635,Brooklyn,Private room,119,1,0,0.0,33,365
38637,Queens,Private room,59,10,2,0.38,2,0
38639,Manhattan,Entire home/apt,189,1,13,3.07,1,338
38641,Brooklyn,Entire home/apt,105,7,3,0.56,1,16
38642,Queens,Private room,45,2,11,1.73,4,6
38643,Brooklyn,Entire home/apt,140,5,2,0.31,2,25
38644,Manhattan,Private room,180,4,12,1.68,1,172
38645,Manhattan,Private room,80,3,3,0.42,1,0
38646,Manhattan,Entire home/apt,214,3,20,3.3,1,279
38647,Brooklyn,Private room,65,2,24,3.48,7,330
38648,Brooklyn,Private room,60,2,14,1.99,1,0
38649,Brooklyn,Entire home/apt,195,2,14,2.04,1,28
38650,Brooklyn,Private room,36,2,18,2.51,3,189
38651,Brooklyn,Private room,80,1,0,0.0,1,359
38652,Brooklyn,Private room,42,10,1,0.58,27,346
38653,Queens,Private room,60,1,1,0.16,1,90
38654,Manhattan,Entire home/apt,75,8,6,0.94,1,232
38655,Queens,Private room,40,1,7,2.96,1,0
38656,Manhattan,Entire home/apt,119,2,15,2.38,1,12
38657,Manhattan,Private room,95,2,5,0.8,1,2
38658,Brooklyn,Private room,42,10,0,0.0,27,346
38659,Brooklyn,Shared room,25,7,2,1.15,10,290
38660,Brooklyn,Private room,42,10,1,0.65,27,346
38661,Brooklyn,Entire home/apt,100,7,3,0.78,1,6
38662,Brooklyn,Private room,42,10,2,0.33,27,345
38663,Brooklyn,Private room,42,10,1,0.24,27,332
38664,Manhattan,Shared room,110,10,0,0.0,1,365
38666,Manhattan,Entire home/apt,150,2,15,2.12,1,9
38667,Brooklyn,Private room,42,10,2,0.86,27,311
38669,Queens,Private room,100,1,1,0.16,1,364
38670,Brooklyn,Entire home/apt,90,3,58,7.91,2,2
38671,Brooklyn,Entire home/apt,140,2,0,0.0,2,112
38689,Manhattan,Entire home/apt,238,10,1,0.16,232,322
38707,Manhattan,Entire home/apt,238,10,0,0.0,232,279
38713,Manhattan,Entire home/apt,246,10,0,0.0,232,332
38714,Manhattan,Entire home/apt,211,10,0,0.0,232,227
38716,Manhattan,Entire home/apt,241,10,0,0.0,232,149
38723,Manhattan,Entire home/apt,242,10,0,0.0,232,188
38724,Manhattan,Entire home/apt,242,10,0,0.0,232,237
38728,Manhattan,Entire home/apt,232,10,0,0.0,232,61
38730,Queens,Private room,62,10,2,0.32,103,269
38741,Brooklyn,Private room,88,2,7,1.35,1,0
38742,Queens,Entire home/apt,150,1,4,0.7,1,162
38743,Queens,Private room,45,3,0,0.0,1,0
38751,Manhattan,Entire home/apt,206,10,0,0.0,232,203
38759,Manhattan,Entire home/apt,245,10,0,0.0,232,280
38761,Manhattan,Entire home/apt,233,10,0,0.0,232,365
38767,Manhattan,Entire home/apt,232,10,0,0.0,232,163
38771,Queens,Private room,45,3,3,0.41,1,179
38773,Manhattan,Entire home/apt,236,10,0,0.0,232,185
38778,Manhattan,Entire home/apt,224,10,0,0.0,232,338
38784,Brooklyn,Entire home/apt,150,7,0,0.0,1,0
38787,Brooklyn,Entire home/apt,75,7,4,0.64,1,10
38788,Manhattan,Entire home/apt,184,10,0,0.0,232,180
38798,Manhattan,Entire home/apt,237,10,1,0.34,232,283
38799,Manhattan,Entire home/apt,248,10,0,0.0,232,346
38804,Manhattan,Entire home/apt,240,10,0,0.0,232,249
38805,Manhattan,Entire home/apt,245,10,0,0.0,232,310
38812,Manhattan,Entire home/apt,189,10,1,0.21,232,142
38815,Queens,Entire home/apt,150,2,1,0.14,1,0
38816,Brooklyn,Entire home/apt,90,3,7,2.26,1,5
38817,Manhattan,Private room,90,2,13,1.88,1,24
38818,Brooklyn,Private room,75,1,0,0.0,3,364
38819,Brooklyn,Private room,47,10,0,0.0,17,323
38820,Brooklyn,Private room,47,10,2,0.59,17,347
38822,Manhattan,Shared room,69,2,9,1.44,1,62
38823,Brooklyn,Private room,90,1,0,0.0,1,364
38824,Queens,Private room,120,2,4,0.62,2,0
38825,Manhattan,Entire home/apt,200,3,3,0.97,1,85
38827,Manhattan,Entire home/apt,240,2,11,1.89,13,258
38828,Manhattan,Private room,160,2,2,0.32,4,180
38829,Manhattan,Entire home/apt,70,2,16,2.24,1,4
38832,Brooklyn,Entire home/apt,167,2,0,0.0,1,0
38833,Brooklyn,Private room,65,1,7,1.0,1,351
38835,Brooklyn,Entire home/apt,100,1,11,1.55,1,81
38836,Brooklyn,Private room,60,2,13,1.83,4,311
38837,Queens,Private room,42,10,0,0.0,103,219
38838,Manhattan,Private room,90,6,4,1.02,1,0
38839,Brooklyn,Entire home/apt,120,4,2,0.39,1,0
38840,Brooklyn,Private room,51,1,33,5.24,1,19
38841,Brooklyn,Private room,25,2,2,0.3,1,0
38842,Manhattan,Entire home/apt,150,1,1,1.0,1,5
38844,Brooklyn,Private room,55,5,4,0.72,10,360
38845,Brooklyn,Entire home/apt,115,3,22,3.49,1,44
38846,Brooklyn,Private room,44,1,29,4.07,3,0
38847,Manhattan,Entire home/apt,243,2,14,1.89,1,93
38849,Brooklyn,Private room,65,1,5,0.68,2,363
38850,Brooklyn,Private room,55,1,10,1.36,2,365
38851,Manhattan,Private room,115,1,20,2.83,1,67
38852,Brooklyn,Private room,60,10,0,0.0,2,156
